outcome,outcome_kind,term,phase4_interaction,estimate,std_error,p_value,ci_low,ci_high,n_obs,model_type,random_effects_attempted,fallback_reason,convergence_warnings
log_ffd,linear,Intercept,,5.26183685361938,0.016251142158338398,0.0,5.229985200281397,5.293688506957364,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.10440],,0.07847017811896953,0.05776980023585877,0.17436050284651594,-0.03475654973738719,0.19169690597532624,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.11171],,0.053774937232998,0.04061196685724671,0.18546466868604283,-0.02582305514853988,0.13337292961453587,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.1125],,0.08414311587218505,0.04284858216454094,0.0495612231044242,0.00016143804107950077,0.1681247937032906,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.1165],,0.021129799448473274,0.03721289724736604,0.5701650060212667,-0.05180613891675387,0.09406573781370042,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.12063],,0.03235497889299164,0.04187982287352286,0.43977854260505267,-0.049727965618029925,0.11443792340401321,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.1317],,0.08250744777894901,0.04179430614989698,0.04836681555309435,0.0005921129663100377,0.164422782591588,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.1318],,0.02053893643875483,0.030910255990897577,0.506389571809272,-0.040044052056317864,0.08112192493382751,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.1323],,0.019272094028473383,0.017714461662244486,0.27662601722440205,-0.015447612835041345,0.053991800891988115,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
log_ffd,linear,C(speech_id)[T.17526],,0.08991039030029231,0.05145946133929771,0.08060123834662712,-0.010948300588562498,0.19076908118914712,193725,cluster_robust_ols,False,crossed participant/item mixed effects were not feasible in this automated confirmatory runner; participant-clustered covariance and speech fixed effects are used,
